-2.14,53.8,101,101,-46.8,25.7,-2.14,53.8,101,101,-46.7,29,-0.17,38.4,-0.238,17.9
-2.14,53.8,101,101,-46.8,25.7,-2.14,53.8,101,101,-46.7,28.9,-0.17,38.4,-0.238,17.9
-2.06,54,101,101,-47,25.6,-2.07,53.8,101,101,-46.8,28.8,-0.168,38.4,-0.238,17.9
-1.985,54.15,100.5,101,-47.35,25.45,-2,53.8,100.5,101,-46.95,28.7,-0.17,38.4,-0.2395,17.9
-1.91,54.3,100,101,-47.7,25.3,-1.93,53.8,100,101,-47.1,28.6,-0.172,38.4,-0.241,17.9
-1.73,54.7,99.5,101,-48.6,24.9,-1.74,53.8,99.9,101,-47.4,28.3,-0.169,38.4,-0.236,17.9
-1.49,55.3,98.8,102,-49.8,24.2,-1.51,53.8,99.4,101,-47.9,27.9,-0.169,38.4,-0.242,17.9
-1.2,55.9,98,102,-51.2,23.3,-1.23,53.8,98.8,102,-48.3,27.4,-0.17,38.4,-0.238,17.9
-0.884,56.6,97,102,-52.7,22.4,-0.919,53.9,98.2,102,-48.9,26.9,-0.17,38.4,-0.239,17.9
-0.7055,57,96.5,102,-53.6,21.9,-0.7405,53.9,97.85,102,-49.2,26.6,-0.1695,38.4,-0.2395,17.9
-0.527,57.4,96,102,-54.5,21.4,-0.562,53.9,97.5,102,-49.5,26.3,-0.169,38.4,-0.24,17.9
-0.146,58.2,94.9,102,-56.4,20.3,-0.181,53.9,96.7,102,-50.1,25.8,-0.17,38.4,-0.238,17.9
0.272,59.2,93.6,102,-58.5,19.1,0.229,53.9,95.8,102,-50.9,25,-0.171,38.4,-0.239,17.9
0.4905,59.65,93,102.5,-59.55,18.5,0.447,53.9,95.35,102,-51.3,24.7,-0.1695,38.4,-0.2385,17.9
0.709,60.1,92.4,103,-60.6,17.9,0.665,53.9,94.9,102,-51.7,24.4,-0.168,38.4,-0.238,17.9
1.14,61.1,91,103,-62.8,16.6,1.1,54,94,102,-52.4,23.6,-0.168,38.4,-0.238,17.9
1.6,62.1,89.7,103,-65,15.3,1.55,54,93,102,-53.2,22.9,-0.167,38.4,-0.237,17.9
1.84,62.6,89,103,-66.2,14.65,1.79,54,92.55,102,-53.65,22.55,-0.1665,38.4,-0.2375,17.9
2.08,63.1,88.3,103,-67.4,14,2.03,54,92.1,102,-54.1,22.2,-0.166,38.4,-0.238,17.9
2.54,64.1,86.9,103,-69.7,12.7,2.5,54,91.1,103,-54.9,21.4,-0.166,38.4,-0.238,17.9
3.02,65.2,85.5,104,-72,11.3,2.97,54,90.1,103,-55.7,20.6,-0.166,38.4,-0.24,17.9
3.255,65.7,84.8,104,-73.15,10.7,3.2,54.05,89.6,103,-56.1,20.2,-0.166,38.4,-0.24,17.9
3.49,66.2,84.1,104,-74.3,10.1,3.43,54.1,89.1,103,-56.5,19.8,-0.166,38.4,-0.24,17.9
3.95,67.3,82.8,104,-76.6,8.76,3.89,54.1,88.2,103,-57.3,19.1,-0.166,38.4,-0.238,17.9
4.39,68.3,81.4,104,-78.8,7.52,4.33,54.1,87.2,103,-58.1,18.4,-0.168,38.4,-0.238,17.9
4.605,68.75,80.8,104,-79.85,6.92,4.545,54.1,86.8,103,-58.5,18,-0.167,38.4,-0.238,17.9
4.82,69.2,80.2,104,-80.9,6.32,4.76,54.1,86.4,103,-58.9,17.6,-0.166,38.4,-0.238,17.9
5.22,70.1,79,105,-82.9,5.23,5.17,54.1,85.5,103,-59.5,17,-0.166,38.4,-0.238,17.9
5.405,70.5,78.45,105,-83.8,4.695,5.35,54.15,85.1,103,-59.9,16.7,-0.166,38.4,-0.2385,17.9
