-2.147003173828125000e+00,5.376800155639648438e+01,1.007590026855468750e+02,1.012300033569336080e+02,-4.675899887084960938e+01,2.679400062561035512e+01,-2.149002075195312500e+00,5.378400039672851562e+01,1.007639999389648438e+02,1.012779998779296875e+02,-4.676100158691406250e+01,2.897200012207031250e+01,-1.700000017881393433e-01,3.836399841308593750e+01,-2.370000034570694247e-01,1.789599990844726562e+01
-2.084999084472656250e+00,5.376800155639648438e+01,1.007300033569335938e+02,1.012300033569336080e+02,-4.676399993896484375e+01,2.678700065612792969e+01,-2.111999511718750000e+00,5.378400039672851562e+01,1.007600021362304688e+02,1.012760009765625000e+02,-4.676200103759765625e+01,2.897200012207031250e+01,-1.700000017881393433e-01,3.836399841308593750e+01,-2.370000034570694247e-01,1.789599990844726562e+01
-1.800003051757812500e+00,5.376699829101562500e+01,1.004430007934570455e+02,1.012050018310546875e+02,-4.682099914550781250e+01,2.671100044250488281e+01,-1.853996276855468750e+00,5.378300094604492188e+01,1.005569992065429688e+02,1.012190017700195312e+02,-4.684700012207031250e+01,2.886100006103515980e+01,-1.720000058412551880e-01,3.836399841308593750e+01,-2.380000054836272916e-01,1.789800071716308594e+01
-1.322998046875000000e+00,5.376699829101562500e+01,9.997499847412109375e+01,1.011009979248046875e+02,-4.708800125122070312e+01,2.648100090026855469e+01,-1.462997436523437500e+00,5.377999877929687500e+01,1.001630020141601705e+02,1.011009979248046875e+02,-4.707500076293945312e+01,2.857999992370605824e+01,-1.679999977350234985e-01,3.836500167846679688e+01,-2.370000034570694247e-01,1.789800071716308594e+01
-6.669998168945312500e-01,5.377299880981445312e+01,9.928099822998046875e+01,1.009619979858398438e+02,-4.747499847412110086e+01,2.601399993896484375e+01,-8.850021362304687500e-01,5.378400039672851562e+01,9.962400054931640625e+01,1.009889984130859375e+02,-4.736100006103515625e+01,2.817700004577636719e+01,-1.700000017881393433e-01,3.836500167846679688e+01,-2.329999953508377075e-01,1.788599967956542969e+01
1.330032348632812500e-01,5.377799987792968750e+01,9.845999908447265625e+01,1.007949981689453125e+02,-4.797900009155273438e+01,2.540099906921386719e+01,-1.719970703125000000e-01,5.377999877929687500e+01,9.897200012207031250e+01,1.008180007934570312e+02,-4.774200057983398438e+01,2.769499969482421875e+01,-1.689999997615814209e-01,3.836600112915039062e+01,-2.409999966621399203e-01,1.787599945068359375e+01
1.053001403808593750e+00,5.377600097656250000e+01,9.751300048828125000e+01,1.006029968261718750e+02,-4.850299835205078125e+01,2.475399971008300781e+01,6.360015869140625000e-01,5.378699874877929688e+01,9.821499633789062500e+01,1.006360015869140625e+02,-4.816400146484375711e+01,2.711400032043457031e+01,-1.689999997615814209e-01,3.836700057983398438e+01,-2.319999933242797574e-01,1.787500000000000000e+01
2.125999450683593750e+00,5.378699874877929688e+01,9.640699768066406250e+01,1.003860015869140625e+02,-4.912699890136718750e+01,2.391099929809570312e+01,1.583000183105468750e+00,5.378599929809570312e+01,9.732599639892578125e+01,1.004079971313476562e+02,-4.859500122070312500e+01,2.640900039672851562e+01,-1.729999929666519165e-01,3.836700057983398438e+01,-2.409999966621399203e-01,1.787400054931640625e+01
3.290000915527343750e+00,5.378799819946289062e+01,9.520099639892578125e+01,1.001470031738281250e+02,-4.987799835205078125e+01,2.306299972534179688e+01,2.630996704101562500e+00,5.378799819946289062e+01,9.636599731445312500e+01,1.001750030517578125e+02,-4.908399963378906250e+01,2.570499992370605469e+01,-1.679999977350234985e-01,3.836700057983398438e+01,-2.329999953508377075e-01,1.787400054931640625e+01
4.541000366210937500e+00,5.379299926757812500e+01,9.390899658203125000e+01,9.990000152587892046e+01,-5.056700134277343750e+01,2.212299919128417969e+01,3.747001647949218750e+00,5.378900146484375711e+01,9.534700012207031250e+01,9.990899658203125000e+01,-4.969800186157226562e+01,2.489500045776367543e+01,-1.729999929666519165e-01,3.836899948120117188e+01,-2.360000014305115024e-01,1.786800003051757812e+01
