0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1509	-0.0166	0.0000	-0.0168	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0
0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1505	-0.0169	0.0000	-0.0169	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0.1
0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1512	-0.0171	0.0000	-0.0170	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0.2
0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1507	-0.0170	-0.0000	-0.0169	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0.3
0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1508	-0.0174	-0.0000	-0.0171	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0.4
0.1510	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1510	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0.5
0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1503	-0.0171	0.0000	-0.0170	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0.6
0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1503	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0.7
0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1506	-0.0167	-0.0000	-0.0168	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0.8
0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1508	-0.0172	-0.0000	-0.0170	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	0.9
0.1510	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1510	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1511	-0.0167	-0.0000	-0.0168	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.0
0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1506	-0.0170	-0.0000	-0.0169	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.1
0.1510	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1510	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1505	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.2
0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1505	-0.0166	-0.0000	-0.0168	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.3
0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1507	-0.0169	-0.0000	-0.0169	-0.0000	-0.0023	0.1502	-0.0169	0.0000	-0.0169	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.4
0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1506	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.5
0.1510	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1510	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0171	0.0000	-0.0170	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.6
0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1504	-0.0174	-0.0000	-0.0171	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.7
0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1505	-0.0168	0.0000	-0.0169	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.8
0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0170	-0.0000	-0.0170	-0.0000	-0.0023	0.1507	-0.0173	-0.0000	-0.0171	-0.0001	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	1.9
0.1510	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1510	-0.0172	0.0000	-0.0170	-0.0000	-0.0023	0.1513	-0.0173	-0.0000	-0.0171	-0.0000	-0.0023	0.7018	0.6264	0.0052	0.1090	0.0016	0.0027	2.0
