-2.138999939,53.766998291,100.7539978027,101.2249984741,-46.7229995728,26.1590003967,-2.141998291,53.7910003662,100.7630004883,101.2910003662,-46.7680015564,28.9829998016,-0.1700000018,38.46900177,-19.0720005035,27.8159999847
-2.1399993896,53.7659988403,100.7529983521,101.2249984741,-46.7529983521,26.1590003967,-2.1399993896,53.8050003052,100.7620010376,101.2929992676,-46.7719993591,28.9120006561,-0.1700000018,38.46900177,-18.3519992828,28.1310005188
-2.1279983521,53.7659988403,100.6819992065,101.2269973755,-46.8400001526,26.1319999695,-2.0879974365,53.8989982605,100.5739974976,101.3059997559,-46.9749984741,28.5540008545,-0.1679999977,38.4679985046,-16.9379997253,28.1989994049
-2.0899963379,53.7649993896,100.5329971313,101.236000061,-47.1489982605,25.9519996643,-1.9970016479,54.0379981995,100.2109985352,101.3939971924,-47.3069992065,28.0860004425,-0.1689999998,38.4679985046,-15.6339998245,28.2099990845
-2.0220031738,53.7659988403,100.2429962158,101.2910003662,-47.6969985962,25.5590000153,-1.8150024414,54.2589988708,99.5979995728,101.5559997559,-47.9560012817,27.2259998322,-0.172999993,38.4700012207,-14.1000003815,28.3509998322
-1.952003479,53.7649993896,99.9339981079,101.3669967651,-48.2470016479,25.1679992676,-1.6309967041,54.5029983521,98.9729995728,101.7369995117,-48.5830001831,26.3320007324,-0.1710000038,38.466999054,-12.8520002365,28.420999527
-1.858001709,53.7760009766,99.5210037231,101.4639968872,-48.9920005798,24.6019992828,-1.3759994507,54.84400177,98.0830001831,101.9950027466,-49.4720001221,25.0569992065,-0.1689999998,38.4700012207,-11.3470001221,28.468000412
-1.7679977417,53.7869987488,99.1039962769,101.5520019531,-49.8709983826,23.9459991455,-1.1119995117,55.1920013428,97.1959991455,102.2229995728,-50.2929992676,23.8460006714,-0.1720000058,38.4710006714,-9.9910001755,28.4799995422
-1.6449966431,53.7989997864,98.6179962158,101.6829986572,-50.7410011292,23.2989997864,-0.8190002441,55.5820007324,96.2009963989,102.5149993896,-51.3479995728,22.4039993286,-0.1679999977,38.46900177,-8.5620002747,28.482000351
-1.5240020752,53.8040008545,98.077003479,101.7919998169,-51.8079986572,22.561000824,-0.4749984741,56.0130004883,95.0469970703,102.8499984741,-52.4589996338,20.7530002594,-0.1689999998,38.4679985046,-7.1770000458,28.5039997101
-1.388999939,53.8129997253,97.5159988403,101.9209976196,-52.8720016479,21.7189998627,-0.125,56.4930000305,93.8150024414,103.1809997559,-53.71900177,19.0009994507,-0.1700000018,38.46900177,-5.6900000572,28.5249996185
-1.2509994507,53.8300018311,96.9550018311,102.0690002441,-53.9630012512,20.9769992828,0.2310028076,56.9729995728,92.6230010986,103.4980010986,-54.8909988403,17.2759990692,-0.173999995,38.4700012207,-4.4109997749,28.5279998779
-1.0920028687,53.8370018005,96.3300018311,102.2089996338,-55.2050018311,20.0709991455,0.5569992065,57.4039993286,91.4909973145,103.8259963989,-56.0209999084,15.6680002213,-0.1700000018,38.4729995728,-2.8659999371,28.5310001373
-0.9459991455,53.8460006714,95.71900177,102.3300018311,-56.3660011292,19.2590007782,1.0149993896,58.0069999695,89.9410018921,104.2580032349,-57.5480003357,13.4469995499,-0.1679999977,38.4700012207,-1.5080000162,28.531999588
